City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
199,Nioro,GM,2021-01-24 21:23:56,13.35,-15.75,78.6,14,0,6.67
200,Hambantota,LK,2021-01-24 21:22:45,6.1241,81.1185,74.43,79,100,14.27
201,Westport,US,2021-01-24 21:22:04,41.1415,-73.3579,33.8,25,1,11.5
202,Aksu,CN,2021-01-24 21:23:56,41.1231,80.2644,16.65,90,0,2.62
203,Pevek,RU,2021-01-24 21:21:55,69.7008,170.3133,-17.91,89,100,8.66
204,Port Lincoln,AU,2021-01-24 21:22:40,-34.7333,135.8667,74.71,51,100,9.48
205,Fortuna,US,2021-01-24 21:21:56,40.5982,-124.1573,46.0,100,75,2.53
206,Great Yarmouth,GB,2021-01-24 21:23:57,52.6083,1.7305,39.0,93,75,4.61
207,Bluff,NZ,2021-01-24 21:21:40,-46.6,168.3333,60.01,85,98,18.99
208,Talnakh,RU,2021-01-24 21:22:04,69.4865,88.3972,-31.22,74,85,3.85
209,Pangai,TO,2021-01-24 21:23:57,-19.8,-174.35,75.2,100,90,11.5
210,Melville,US,2021-01-24 21:23:57,40.7934,-73.4151,33.01,29,1,12.66
211,Taltal,CL,2021-01-24 21:22:24,-25.4,-70.4833,72.36,52,22,7.56
212,Catia La Mar,VE,2021-01-24 21:23:58,10.6038,-67.0303,84.2,65,40,5.75
213,Yatou,CN,2021-01-24 21:23:58,37.15,122.3833,40.53,88,100,4.83
214,Monywa,MM,2021-01-24 21:23:58,22.1167,95.1333,63.66,62,0,4.83
215,Kalmunai,LK,2021-01-24 21:22:26,7.4167,81.8167,75.36,80,100,9.1
216,Hobyo,SO,2021-01-24 21:21:43,5.3505,48.5268,76.35,71,84,20.6
217,Ewa Beach,US,2021-01-24 21:19:21,21.3156,-158.0072,80.6,57,20,10.36
218,Saint-Pierre,RE,2021-01-24 21:22:14,-21.3393,55.4781,78.8,78,90,6.91
219,Tautira,PF,2021-01-24 21:22:23,-17.7333,-149.15,87.8,62,20,18.41
220,Luderitz,NA,2021-01-24 21:21:58,-26.6481,15.1594,68.77,55,94,26.64
